"Country or Area","Subgroup","Year","Source","Unit","Value","Value Footnotes"
"Guinea","Children (0-14) estimate","2009","UNAIDS_Spectrum Estimates_","Number","1073",""
"Guinea","Children (0-14) estimate","2008","UNAIDS_Spectrum Estimates_","Number","1024",""
"Guinea","Children (0-14) estimate","2007","UNAIDS_Spectrum Estimates_","Number","1006",""
"Guinea","Children (0-14) estimate","2006","UNAIDS_Spectrum Estimates_","Number","994",""
"Guinea","Children (0-14) estimate","2005","UNAIDS_Spectrum Estimates_","Number","936",""
"Guinea","Children (0-14) estimate","2004","UNAIDS_Spectrum Estimates_","Number","864",""
"Guinea","Children (0-14) estimate","2003","UNAIDS_Spectrum Estimates_","Number","787",""
"Guinea","Children (0-14) estimate","2002","UNAIDS_Spectrum Estimates_","Number","707",""
"Guinea","Children (0-14) estimate","2001","UNAIDS_Spectrum Estimates_","Number","626",""
"Guinea","Children (0-14) estimate","2000","UNAIDS_Spectrum Estimates_","Number","545",""
"Guinea","Children (0-14) estimate","1999","UNAIDS_Spectrum Estimates_","Number","465",""
"Guinea","Children (0-14) estimate","1998","UNAIDS_Spectrum Estimates_","Number","386",""
"Guinea","Children (0-14) estimate","1997","UNAIDS_Spectrum Estimates_","Number","314",""
"Guinea","Children (0-14) estimate","1996","UNAIDS_Spectrum Estimates_","Number","248",""
"Guinea","Children (0-14) estimate","1995","UNAIDS_Spectrum Estimates_","Number","191",""
"Guinea","Children (0-14) estimate","1994","UNAIDS_Spectrum Estimates_","Number","144",""
"Guinea","Children (0-14) estimate","1993","UNAIDS_Spectrum Estimates_","Number","107",""
"Guinea","Children (0-14) estimate","1992","UNAIDS_Spectrum Estimates_","Number","78",""
"Guinea","Children (0-14) estimate","1991","UNAIDS_Spectrum Estimates_","Number","57",""
"Guinea","Children (0-14) estimate","1990","UNAIDS_Spectrum Estimates_","Number","42",""
"Guinea","Children (0-14) lower estimate","2012","UNAIDS_Spectrum Estimates_","Number","811",""
"Guinea","Children (0-14) lower estimate","2011","UNAIDS_Spectrum Estimates_","Number","863",""
"Guinea","Children (0-14) lower estimate","2010","UNAIDS_Spectrum Estimates_","Number","877",""
"Guinea","Children (0-14) lower estimate","2009","UNAIDS_Spectrum Estimates_","Number","851",""
"Guinea","Children (0-14) lower estimate","2008","UNAIDS_Spectrum Estimates_","Number","814",""
"Guinea","Children (0-14) lower estimate","2007","UNAIDS_Spectrum Estimates_","Number","808",""
"Guinea","Children (0-14) lower estimate","2006","UNAIDS_Spectrum Estimates_","Number","805",""
"Guinea","Children (0-14) lower estimate","2005","UNAIDS_Spectrum Estimates_","Number","754",""
"Guinea","Children (0-14) lower estimate","2004","UNAIDS_Spectrum Estimates_","Number","693",""
"Guinea","Children (0-14) lower estimate","2003","UNAIDS_Spectrum Estimates_","Number","627",""
"Guinea","Children (0-14) lower estimate","2002","UNAIDS_Spectrum Estimates_","Number","557",""
"Guinea","Children (0-14) lower estimate","2001","UNAIDS_Spectrum Estimates_","Number","484",""
"Guinea","Children (0-14) lower estimate","2000","UNAIDS_Spectrum Estimates_","Number","414",""
"Guinea","Children (0-14) lower estimate","1999","UNAIDS_Spectrum Estimates_","Number","347",""
"Guinea","Children (0-14) lower estimate","1998","UNAIDS_Spectrum Estimates_","Number","286",""
"Guinea","Children (0-14) lower estimate","1997","UNAIDS_Spectrum Estimates_","Number","228",""
"Guinea","Children (0-14) lower estimate","1996","UNAIDS_Spectrum Estimates_","Number","178",""
"Guinea","Children (0-14) lower estimate","1995","UNAIDS_Spectrum Estimates_","Number","136",""
"Guinea","Children (0-14) lower estimate","1994","UNAIDS_Spectrum Estimates_","Number","101",""
"Guinea","Children (0-14) lower estimate","1993","UNAIDS_Spectrum Estimates_","Number","74",""
"Guinea","Children (0-14) lower estimate","1992","UNAIDS_Spectrum Estimates_","Number","54",""
"Guinea","Children (0-14) lower estimate","1991","UNAIDS_Spectrum Estimates_","Number","38",""
"Guinea","Children (0-14) lower estimate","1990","UNAIDS_Spectrum Estimates_","Number","27",""
"Guinea","Children (0-14) upper estimate","2012","UNAIDS_Spectrum Estimates_","Number","1324",""
"Guinea","Children (0-14) upper estimate","2011","UNAIDS_Spectrum Estimates_","Number","1407",""
"Guinea","Children (0-14) upper estimate","2010","UNAIDS_Spectrum Estimates_","Number","1396",""
"Guinea","Children (0-14) upper estimate","2009","UNAIDS_Spectrum Estimates_","Number","1341",""
"Guinea","Children (0-14) upper estimate","2008","UNAIDS_Spectrum Estimates_","Number","1275",""
"Guinea","Children (0-14) upper estimate","2007","UNAIDS_Spectrum Estimates_","Number","1246",""
"Guinea","Children (0-14) upper estimate","2006","UNAIDS_Spectrum Estimates_","Number","1221",""
"Guinea","Children (0-14) upper estimate","2005","UNAIDS_Spectrum Estimates_","Number","1147",""
"Guinea","Children (0-14) upper estimate","2004","UNAIDS_Spectrum Estimates_","Number","1068",""
"Guinea","Children (0-14) upper estimate","2003","UNAIDS_Spectrum Estimates_","Number","984",""
"Guinea","Children (0-14) upper estimate","2002","UNAIDS_Spectrum Estimates_","Number","900",""
"Guinea","Children (0-14) upper estimate","2001","UNAIDS_Spectrum Estimates_","Number","820",""
"Guinea","Children (0-14) upper estimate","2000","UNAIDS_Spectrum Estimates_","Number","729",""
"Guinea","Children (0-14) upper estimate","1999","UNAIDS_Spectrum Estimates_","Number","636",""
"Guinea","Children (0-14) upper estimate","1998","UNAIDS_Spectrum Estimates_","Number","549",""
"Guinea","Children (0-14) upper estimate","1997","UNAIDS_Spectrum Estimates_","Number","459",""
"Guinea","Children (0-14) upper estimate","1996","UNAIDS_Spectrum Estimates_","Number","374",""
"Guinea","Children (0-14) upper estimate","1995","UNAIDS_Spectrum Estimates_","Number","297",""
"Guinea","Children (0-14) upper estimate","1994","UNAIDS_Spectrum Estimates_","Number","228",""
"Guinea","Children (0-14) upper estimate","1993","UNAIDS_Spectrum Estimates_","Number","169",""
"Guinea","Children (0-14) upper estimate","1992","UNAIDS_Spectrum Estimates_","Number","124",""
"Guinea","Children (0-14) upper estimate","1991","UNAIDS_Spectrum Estimates_","Number","89",""
"Guinea","Children (0-14) upper estimate","1990","UNAIDS_Spectrum Estimates_","Number","64",""
"Guinea","Adults (15+) estimate","2012","UNAIDS_Spectrum Estimates_","Number","4031",""
"Guinea","Adults (15+) estimate","2011","UNAIDS_Spectrum Estimates_","Number","3702",""
"Guinea","Adults (15+) estimate","2010","UNAIDS_Spectrum Estimates_","Number","3447",""
"Guinea","Adults (15+) estimate","2009","UNAIDS_Spectrum Estimates_","Number","3931",""
"Guinea","Adults (15+) estimate","2008","UNAIDS_Spectrum Estimates_","Number","4560",""
"Guinea","Adults (15+) estimate","2007","UNAIDS_Spectrum Estimates_","Number","4047",""
"Guinea","Adults (15+) estimate","2006","UNAIDS_Spectrum Estimates_","Number","4488",""
"Guinea","Adults (15+) estimate","2005","UNAIDS_Spectrum Estimates_","Number","4495",""
"Guinea","Adults (15+) estimate","2004","UNAIDS_Spectrum Estimates_","Number","4061",""
"Guinea","Adults (15+) estimate","2003","UNAIDS_Spectrum Estimates_","Number","3584",""
"Guinea","Adults (15+) estimate","2002","UNAIDS_Spectrum Estimates_","Number","3126",""
"Guinea","Adults (15+) estimate","2001","UNAIDS_Spectrum Estimates_","Number","2671",""
"Guinea","Adults (15+) estimate","2000","UNAIDS_Spectrum Estimates_","Number","2212",""
"Guinea","Adults (15+) estimate","1999","UNAIDS_Spectrum Estimates_","Number","1793",""
"Guinea","Adults (15+) estimate","1998","UNAIDS_Spectrum Estimates_","Number","1426",""
"Guinea","Adults (15+) estimate","1997","UNAIDS_Spectrum Estimates_","Number","1117",""
"Guinea","Adults (15+) estimate","1996","UNAIDS_Spectrum Estimates_","Number","862",""
"Guinea","Adults (15+) estimate","1995","UNAIDS_Spectrum Estimates_","Number","659",""
"Guinea","Adults (15+) estimate","1994","UNAIDS_Spectrum Estimates_","Number","500",""
"Guinea","Adults (15+) estimate","1993","UNAIDS_Spectrum Estimates_","Number","378",""
"Guinea","Adults (15+) estimate","1992","UNAIDS_Spectrum Estimates_","Number","284",""
"Guinea","Adults (15+) estimate","1991","UNAIDS_Spectrum Estimates_","Number","213",""
"Guinea","Adults (15+) estimate","1990","UNAIDS_Spectrum Estimates_","Number","161",""
"Guinea","Adults (15+) lower estimate","2012","UNAIDS_Spectrum Estimates_","Number","2831",""
"Guinea","Adults (15+) lower estimate","2011","UNAIDS_Spectrum Estimates_","Number","2625",""
"Guinea","Adults (15+) lower estimate","2010","UNAIDS_Spectrum Estimates_","Number","2502",""
"Guinea","Adults (15+) lower estimate","2009","UNAIDS_Spectrum Estimates_","Number","2972",""
"Guinea","Adults (15+) lower estimate","2008","UNAIDS_Spectrum Estimates_","Number","3619",""
"Guinea","Adults (15+) lower estimate","2007","UNAIDS_Spectrum Estimates_","Number","3152",""
"Guinea","Adults (15+) lower estimate","2006","UNAIDS_Spectrum Estimates_","Number","3630",""
"Guinea","Adults (15+) lower estimate","2005","UNAIDS_Spectrum Estimates_","Number","3664",""
"Guinea","Adults (15+) lower estimate","2004","UNAIDS_Spectrum Estimates_","Number","3267",""
"Guinea","Adults (15+) lower estimate","2003","UNAIDS_Spectrum Estimates_","Number","2808",""
"Guinea","Adults (15+) lower estimate","2002","UNAIDS_Spectrum Estimates_","Number","2417",""
"Guinea","Adults (15+) lower estimate","2001","UNAIDS_Spectrum Estimates_","Number","2035",""
"Guinea","Adults (15+) lower estimate","2000","UNAIDS_Spectrum Estimates_","Number","1651",""
"Guinea","Adults (15+) lower estimate","1999","UNAIDS_Spectrum Estimates_","Number","1309",""
"Guinea","Adults (15+) lower estimate","1998","UNAIDS_Spectrum Estimates_","Number","1020",""
"Guinea","Adults (15+) lower estimate","1997","UNAIDS_Spectrum Estimates_","Number","793",""
"Guinea","Adults (15+) lower estimate","1996","UNAIDS_Spectrum Estimates_","Number","605",""
"Guinea","Adults (15+) lower estimate","1995","UNAIDS_Spectrum Estimates_","Number","461",""
"Guinea","Adults (15+) lower estimate","1994","UNAIDS_Spectrum Estimates_","Number","341",""
"Guinea","Adults (15+) lower estimate","1993","UNAIDS_Spectrum Estimates_","Number","247",""
"Guinea","Adults (15+) lower estimate","1992","UNAIDS_Spectrum Estimates_","Number","178",""
"Guinea","Adults (15+) lower estimate","1991","UNAIDS_Spectrum Estimates_","Number","127",""
"Guinea","Adults (15+) lower estimate","1990","UNAIDS_Spectrum Estimates_","Number","91",""
"Guinea","Adults (15+) upper estimate","2012","UNAIDS_Spectrum Estimates_","Number","5575",""
"Guinea","Adults (15+) upper estimate","2011","UNAIDS_Spectrum Estimates_","Number","5069",""
"Guinea","Adults (15+) upper estimate","2010","UNAIDS_Spectrum Estimates_","Number","4714",""
"Guinea","Adults (15+) upper estimate","2009","UNAIDS_Spectrum Estimates_","Number","5195",""
"Guinea","Adults (15+) upper estimate","2008","UNAIDS_Spectrum Estimates_","Number","5802",""
"Guinea","Adults (15+) upper estimate","2007","UNAIDS_Spectrum Estimates_","Number","5202",""
"Guinea","Adults (15+) upper estimate","2006","UNAIDS_Spectrum Estimates_","Number","5602",""
"Guinea","Adults (15+) upper estimate","2005","UNAIDS_Spectrum Estimates_","Number","5578",""
"Guinea","Adults (15+) upper estimate","2004","UNAIDS_Spectrum Estimates_","Number","5161",""
"Guinea","Adults (15+) upper estimate","2003","UNAIDS_Spectrum Estimates_","Number","4670",""
"Guinea","Adults (15+) upper estimate","2002","UNAIDS_Spectrum Estimates_","Number","4190",""
"Guinea","Adults (15+) upper estimate","2001","UNAIDS_Spectrum Estimates_","Number","3680",""
"Guinea","Adults (15+) upper estimate","2000","UNAIDS_Spectrum Estimates_","Number","3221",""
"Guinea","Adults (15+) upper estimate","1999","UNAIDS_Spectrum Estimates_","Number","2690",""
"Guinea","Adults (15+) upper estimate","1998","UNAIDS_Spectrum Estimates_","Number","2203",""
"Guinea","Adults (15+) upper estimate","1997","UNAIDS_Spectrum Estimates_","Number","1766",""
"Guinea","Adults (15+) upper estimate","1996","UNAIDS_Spectrum Estimates_","Number","1352",""
"Guinea","Adults (15+) upper estimate","1995","UNAIDS_Spectrum Estimates_","Number","1034",""
"Guinea","Adults (15+) upper estimate","1994","UNAIDS_Spectrum Estimates_","Number","774",""
"Guinea","Adults (15+) upper estimate","1993","UNAIDS_Spectrum Estimates_","Number","573",""
"Guinea","Adults (15+) upper estimate","1992","UNAIDS_Spectrum Estimates_","Number","425",""
"Guinea","Adults (15+) upper estimate","1991","UNAIDS_Spectrum Estimates_","Number","322",""
"Guinea","Adults (15+) upper estimate","1990","UNAIDS_Spectrum Estimates_","Number","243",""
"Guinea","All ages estimate","2012","UNAIDS_Spectrum Estimates_","Number","5070",""
"Guinea","All ages estimate","2011","UNAIDS_Spectrum Estimates_","Number","4807",""
"Guinea","All ages estimate","2010","UNAIDS_Spectrum Estimates_","Number","4558",""
"Guinea","All ages estimate","2009","UNAIDS_Spectrum Estimates_","Number","5004",""
"Guinea","All ages estimate","2008","UNAIDS_Spectrum Estimates_","Number","5583",""
"Guinea","All ages estimate","2007","UNAIDS_Spectrum Estimates_","Number","5053",""
"Guinea","All ages estimate","2006","UNAIDS_Spectrum Estimates_","Number","5482",""
"Guinea","All ages estimate","2005","UNAIDS_Spectrum Estimates_","Number","5431",""
"Guinea","All ages estimate","2004","UNAIDS_Spectrum Estimates_","Number","4925",""
"Guinea","All ages estimate","2003","UNAIDS_Spectrum Estimates_","Number","4371",""
"Guinea","All ages estimate","2002","UNAIDS_Spectrum Estimates_","Number","3834",""
"Guinea","All ages estimate","2001","UNAIDS_Spectrum Estimates_","Number","3297",""
"Guinea","All ages estimate","2000","UNAIDS_Spectrum Estimates_","Number","2758",""
"Guinea","All ages estimate","1999","UNAIDS_Spectrum Estimates_","Number","2258",""
"Guinea","All ages estimate","1998","UNAIDS_Spectrum Estimates_","Number","1812",""
"Guinea","All ages estimate","1997","UNAIDS_Spectrum Estimates_","Number","1430",""
"Guinea","All ages estimate","1996","UNAIDS_Spectrum Estimates_","Number","1111",""
"Guinea","All ages estimate","1995","UNAIDS_Spectrum Estimates_","Number","851",""
"Guinea","All ages estimate","1994","UNAIDS_Spectrum Estimates_","Number","644",""
"Guinea","All ages estimate","1993","UNAIDS_Spectrum Estimates_","Number","485",""
"Guinea","All ages estimate","1992","UNAIDS_Spectrum Estimates_","Number","363",""
"Guinea","All ages estimate","1991","UNAIDS_Spectrum Estimates_","Number","271",""
"Guinea","All ages estimate","1990","UNAIDS_Spectrum Estimates_","Number","203",""
"Guinea","All ages lower estimate","2012","UNAIDS_Spectrum Estimates_","Number","3663",""
"Guinea","All ages lower estimate","2011","UNAIDS_Spectrum Estimates_","Number","3489",""
"Guinea","All ages lower estimate","2010","UNAIDS_Spectrum Estimates_","Number","3389",""
"Guinea","All ages lower estimate","2009","UNAIDS_Spectrum Estimates_","Number","3858",""
"Guinea","All ages lower estimate","2008","UNAIDS_Spectrum Estimates_","Number","4463",""
"Guinea","All ages lower estimate","2007","UNAIDS_Spectrum Estimates_","Number","3999",""
"Guinea","All ages lower estimate","2006","UNAIDS_Spectrum Estimates_","Number","4463",""
"Guinea","All ages lower estimate","2005","UNAIDS_Spectrum Estimates_","Number","4435",""
"Guinea","All ages lower estimate","2004","UNAIDS_Spectrum Estimates_","Number","3967",""
"Guinea","All ages lower estimate","2003","UNAIDS_Spectrum Estimates_","Number","3461",""
"Guinea","All ages lower estimate","2002","UNAIDS_Spectrum Estimates_","Number","2965",""
"Guinea","All ages lower estimate","2001","UNAIDS_Spectrum Estimates_","Number","2526",""
"Guinea","All ages lower estimate","2000","UNAIDS_Spectrum Estimates_","Number","2080",""
"Guinea","All ages lower estimate","1999","UNAIDS_Spectrum Estimates_","Number","1681",""
"Guinea","All ages lower estimate","1998","UNAIDS_Spectrum Estimates_","Number","1322",""
"Guinea","All ages lower estimate","1997","UNAIDS_Spectrum Estimates_","Number","1031",""
"Guinea","All ages lower estimate","1996","UNAIDS_Spectrum Estimates_","Number","787",""
"Guinea","All ages lower estimate","1995","UNAIDS_Spectrum Estimates_","Number","595",""
"Guinea","All ages lower estimate","1994","UNAIDS_Spectrum Estimates_","Number","442",""
"Guinea","All ages lower estimate","1993","UNAIDS_Spectrum Estimates_","Number","326",""
"Guinea","All ages lower estimate","1992","UNAIDS_Spectrum Estimates_","Number","234",""
"Guinea","All ages lower estimate","1991","UNAIDS_Spectrum Estimates_","Number","165",""
"Guinea","All ages lower estimate","1990","UNAIDS_Spectrum Estimates_","Number","118",""
"Guinea","All ages upper estimate","2012","UNAIDS_Spectrum Estimates_","Number","6805",""
"Guinea","All ages upper estimate","2011","UNAIDS_Spectrum Estimates_","Number","6462",""
"Guinea","All ages upper estimate","2010","UNAIDS_Spectrum Estimates_","Number","6069",""
